category,subcategory,date,location,payee,description,method,amount
Business/Office,Legal Services,5/15/12,,PAYPAL,CHECK CRD PURCHASE 05/13 PAYPAL *2CHECKOUTCO 877-294-0273 OH 434256XXXXXX3271 136240005804901 ?MCC=8999 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3271,1100
Food/Drink,Fast Food,5/15/12,,PLUTOS SF MARINA,CHECK CRD PURCHASE 05/14 PLUTOS SF MARINA SAN FRANCISCO CA 434256XXXXXX3671 136240005097839 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2235
Food/Drink,Fast Food,5/16/12,,NEW ASIAN CHINESE REST,CHECK CRD PURCHASE 05/14 NEW ASIAN CHINESE REST SAN FRANCISCO CA 434256XXXXXX3671 137240006177262 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,796
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,5/17/12,DES MOINES,CITI CARDS,Card Payments (non-WF)-CITI CARDS,PMA Checking XXXXXX5366,10000
Credit Card/Loan Payments,Student Loan Payments,5/18/12,,ACS EXPRESS PAY PAY,"ACS Express Pay ECHECK PAY 120517 A102995851 LAWRENCE, TRAVIS R 4952501112 A102995851 0",Old Checking XXXXXX5384,21031
Entertainment,Music,5/18/12,,APL APPLE ITUNES STORE,CHECK CRD PURCHASE 05/17 APL*APPLE ITUNES STORE 866-712-7753 CA 434256XXXXXX3271 139240005599531 ?MCC=5735 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3271,198
Food/Drink,Groceries,5/18/12,,SAFEWAY STORE,POS PURCHASE - SAFEWAY STORE SAN FRANCISCOCA 3671 00582139187497116 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1393
Food/Drink,Groceries,5/21/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00462140659849996 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2658
Food/Drink,Groceries,5/21/12,,HEALTHY SPIRITS,CHECK CRD PURCHASE 05/18 HEALTHY SPIRITS SAN FRANCISCO CA 434256XXXXXX3671 141240009661765 ?MCC=5499 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2669
Food/Drink,Groceries,5/21/12,,SUPERETTE MARKET,CHECK CRD PURCHASE 05/19 SUPERETTE MARKET SAN FRANCISCO CA 434256XXXXXX3671 142240008273763 ?MCC=5499 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2038
Food/Drink,Restaurants,5/21/12,,DANNY COYLE'S,CHECK CRD PURCHASE 05/19 DANNY COYLE'S SAN FRANCISCO CA 434256XXXXXX3671 142240003680104 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1200
Food/Drink,Restaurants,5/21/12,,MEMPHIS MINNIES,CHECK CRD PURCHASE 05/19 MEMPHIS MINNIES SAN FRANCISCO CA 434256XXXXXX3671 142240006176910 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1492
Food/Drink,Restaurants,5/21/12,,SUPER DUPER,CHECK CRD PURCHASE 05/17 SUPER DUPER SAN FRANCISCO CA 434256XXXXXX3671 141240012961237 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,940
Food/Drink,Restaurants,5/21/12,,U-SUSHI,CHECK CRD PURCHASE 05/18 U-SUSHI SAN FRANCISCO CA 434256XXXXXX3671 142240007132108 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1063
Food/Drink,Restaurants,5/22/12,,CHILI UP,CHECK CRD PURCHASE 05/21 CHILI UP SAN FRANCISCO CA 434256XXXXXX3671 143240010085671 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,950
Insurance/Financial,Other Insurance/Financial,5/22/12,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,PMA Checking XXXXXX5366,2900
Food/Drink,Groceries,5/23/12,,SAFEWAY STORE,POS PURCHASE - SAFEWAY STORE SAN FRANCISCOCA 3671 00302144077505797 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,9924
Food/Drink,Restaurants,5/23/12,,CAFE VENUE,CHECK CRD PURCHASE 05/22 CAFE VENUE SAN FRANCISCO CA 434256XXXXXX3671 144240006622541 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,882
Auto/Transportation,Gasoline,5/29/12,,CHEVRON,CHECK CRD PURCHASE 05/25 CHEVRON 00095764 SAN JOSE CA 434256XXXXXX3671 148240021353220 ?MCC=5542 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,5005
Food/Drink,Fast Food,5/29/12,,IN-N-OUT BURGER,CHECK CRD PURCHASE 05/25 IN-N-OUT BURGER 000000 SAN JOSE CA 434256XXXXXX3671 148240007510258 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,963
Food/Drink,Fast Food,5/29/12,,SUBWAY,CHECK CRD PURCHASE 05/24 SUBWAY 00246520 SAN FRANCISCO CA 434256XXXXXX3671 148240014115060 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,841
Food/Drink,Restaurants,5/29/12,,AYOLA (KEARNY),CHECK CRD PURCHASE 05/25 AYOLA (KEARNY) SAN FRANCISCO CA 434256XXXXXX3671 148240006632273 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,977
Food/Drink,Restaurants,5/29/12,,ESCAPE FROM,CHECK CRD PURCHASE 05/23 ESCAPE FROM NEW YORK 415-4210700 CA 434256XXXXXX3671 148240015331243 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,966
Food/Drink,Restaurants,5/29/12,,GOAT HILL PIZZA,CHECK CRD PURCHASE 05/24 GOAT HILL PIZZA SAN FRANCISCO CA 434256XXXXXX3671 148240018810056 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2000
Auto/Transportation,Gasoline,5/30/12,,SHELL OIL,CHECK CRD PURCHASE 05/28 SHELL OIL 57445290307 KING CITY CA 434256XXXXXX3671 151240004237444 ?MCC=5542 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,5003
Food/Drink,Fast Food,5/30/12,,THE LITTLE CHIHUAHUA,CHECK CRD PURCHASE 05/28 THE LITTLE CHIHUAHUA - SAN FRANCISCO CA 434256XXXXXX3671 151240004630981 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1943
Entertainment,Music,5/31/12,,APL APPLE ITUNES STORE,CHECK CRD PURCHASE 05/30 APL*APPLE ITUNES STORE 866-712-7753 CA 434256XXXXXX3271 152240005810183 ?MCC=5735 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3271,499
Food/Drink,Fast Food,5/31/12,,NEW ASIAN CHINESE REST,CHECK CRD PURCHASE 05/29 NEW ASIAN CHINESE REST SAN FRANCISCO CA 434256XXXXXX3671 152240006791255 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,682
Health,Pharmacy,5/31/12,,WALGREE,POS PURCHASE - WALGREENS 2145 SAN FRANCISCOCA 3671 00582152140526965 ?MCC=5912,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1254
Insurance/Financial,Other Insurance/Financial,5/31/12,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,PMA Checking XXXXXX5366,4785
Auto/Transportation,Gasoline,6/1/12,,CHONG & MYONG,CHECK CRD PURCHASE 05/31 CHONG & MYONG INC OAKLAND CA 434256XXXXXX3671 153240006989378 ?MCC=5542 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4690
Bills/Utilities,Gas/Electric,6/1/12,SACRAMENTO,PACIFIC GAS & ELECTRIC (PG&E),Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E),PMA Checking XXXXXX5366,3335
Cash/ATM,Non-Wells Fargo ATM,6/1/12,,,ATM WITHDRAWAL - 47 725 WELCH ROAD 725 WELCH PALO ALTO CA 3671 00582153667044733,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,6250
Food/Drink,Fast Food,6/1/12,,JACK IN THE BOX,CHECK CRD PURCHASE 05/31 JACK IN THE BOX #0552 SAN FRANCISCO CA 434256XXXXXX3671 153240009803448 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,822
Food/Drink,Fast Food,6/1/12,,STARBUCKS,CHECK CRD PURCHASE 05/31 STARBUCKS CORP00006288 SAN FRANCISCO CA 434256XXXXXX3671 153240008015508 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,195
Bills/Utilities,Phone/Internet,6/2/12,LOS ANGELES,AT&T MOBILITY,Phone/Internet-AT&T MOBILITY,PMA Checking XXXXXX5366,9049
Credit Card/Loan Payments,Mortgage Payments,6/2/12,Vallejo,JACKSON SQUARE WEST HOA,Mortgage Payments-Jackson Square West HOA,PMA Checking XXXXXX5366,32522
Business/Office,Wholesale,6/4/12,,SF HARDWARE,CHECK CRD PURCHASE 06/03 SF HARDWARE SAN FRANCISCO CA 434256XXXXXX3671 156240007675150 ?MCC=5251 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,516
Cash/ATM,Wells Fargo ATM,6/4/12,,,ATM WITHDRAWAL - 3027 16TH ST SAN FRANCISCO CA 3671 0007066,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,6000
Entertainment,Music,6/4/12,,APL APPLE ITUNES STORE,CHECK CRD PURCHASE 06/04 APL*APPLE ITUNES STORE 866-712-7753 CA 434256XXXXXX3671 156240011562394 ?MCC=5735 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1497
Food/Drink,Fast Food,6/4/12,,KING FOOT SUBS,POS PURCHASE - KING FOOT SUBS SAN FRANCISCOCA 3671 00000031624551155 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2364
Food/Drink,Fast Food,6/4/12,,PEETS COFFEE AND TEA,CHECK CRD PURCHASE 06/02 PEETS 12902 SAN FRANCISCO CA 434256XXXXXX3671 155240012352917 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1720
Food/Drink,Groceries,6/4/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00382156054988394 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2399
Food/Drink,Restaurants,6/4/12,,SC ASIAN MUS,CHECK CRD PURCHASE 06/02 SC ASIAN MUS SAN FRANCISCO CA 434256XXXXXX3671 156240003640504 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1550
Insurance/Financial,Other Insurance/Financial,6/5/12,,AAA INSURANCE/MEMBER,CHECK CRD PURCHASE 06/04 AAA*INSURANCE/MEMBER 800-922-8228 CA 434256XXXXXX3671 157240004401611 ?MCC=6300 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,5200
Uncategorized Payments,Checks Written,6/5/12,,,CHECK,Old Checking XXXXXX5384,600
Food/Drink,Fast Food,6/6/12,,IN-N-OUT BURGER,CHECK CRD PURCHASE 06/04 IN N OUT BURGER #257 SAN CARLOS CA 434256XXXXXX3671 158240003917933 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,687
Food/Drink,Groceries,6/6/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00582158032399601 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2400
Auto/Transportation,Gasoline,6/8/12,,SHELL OIL,CHECK CRD PURCHASE 06/06 SHELL OIL 57444678205 SAN FRANCISCO CA 434256XXXXXX3671 160240004549509 ?MCC=5542 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,5539
Cash/ATM,Non-Wells Fargo ATM,6/8/12,,,ATM WITHDRAWAL - 47 725 WELCH ROAD 725 WELCH PALO ALTO CA 3671 00382160716056151,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,8250
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,6/8/12,DES MOINES,MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413),Card Payments (non-WF)-MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413),PMA Checking XXXXXX5366,12000
Food/Drink,Fast Food,6/8/12,,LEE'S DELI,CHECK CRD PURCHASE 06/07 LEE'S DELI - 615 M SAN FRANCISCO CA 434256XXXXXX3671 160240005860999 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,605
Food/Drink,Restaurants,6/8/12,,ESCAPE FROM NEW YORK,CHECK CRD PURCHASE 06/05 Escape From New York 415-4210700 CA 434256XXXXXX3671 160240005520481 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,580
Food/Drink,Restaurants,6/8/12,,PEETS COFFEE AND TEA,CHECK CRD PURCHASE 06/06 PEETS COFFEE SFO #3 SAN FRANCISCO CA 434256XXXXXX3671 160240004492327 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,251
Bills/Utilities,Other Bills/Utilities,6/9/12,SEATTLE,COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM,Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM,PMA Checking XXXXXX5366,6626
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,6/9/12,CITY OF INDUSTRY,CAPITAL ONE CREDIT CARD,Card Payments (non-WF)-CAPITAL ONE CREDIT CARD,PMA Checking XXXXXX5366,162927
Auto/Transportation,Parking/Tolls,6/11/12,,S F M T A PARKING,CHECK CRD PURCHASE 06/08 S F M T A PARKING SAN FRANCISCO CA 434256XXXXXX3671 162240019415712 ?MCC=7523 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,50
Cash/ATM,Non-Wells Fargo ATM,6/11/12,,,ATM WITHDRAWAL - 0 688 HAIGHT STRE688 HAIGHTSAN FRANCISCOCA 3671 00462161679872056,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,6250
Food/Drink,Bars/Alcohol,6/11/12,,BEVERAGES & MOR,POS PURCHASE - BEVERAGES & MOR SAN FRANCISC CA 3671 00462161818074814 ?MCC=5921,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,15657
Food/Drink,Groceries,6/11/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00462163078236584 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,3519
Insurance/Financial,Other Insurance/Financial,6/11/12,,WELLS FARGO,NON-WELLS FARGO ATM TRANSACTION FEE,PMA Checking XXXXXX5366,250
Miscellaneous,Fees/Service Charges/Dues,6/11/12,,FASTRAK CSC,RECUR DEBIT CRD PMT06/09 FASTRAK CSC 877-2298655 CA 434256XXXXXX3271 163240003682265 ?MCC=9399 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3271,3000
Personal Care,Hair Care/Beauty Supply,6/11/12,,POPULATION,CHECK CRD PURCHASE 06/10 POPULATION SAN FRANCISCO CA 434256XXXXXX3671 163240010167144 ?MCC=7230 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4500
Auto/Transportation,Gasoline,6/13/12,,SHELL SERVICE S,POS PURCHASE - SHELL Service S SAN FRANCISCOCA 3671 00582165542542263 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4836
Cash/ATM,Non-Wells Fargo ATM,6/13/12,,,ATM WITHDRAWAL - 47 725 WELCH ROAD 725 WELCH PALO ALTO CA 3671 00302165597083516,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4250
Credit Card/Loan Payments,Mortgage Payments,6/13/12,LOS ANGELES,WELLS FARGO HOME MORTGAGE,Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON),PMA Checking XXXXXX5366,253693
Entertainment,Music,6/13/12,,APL APPLE ITUNES STORE,CHECK CRD PURCHASE 06/12 APL*APPLE ITUNES STORE 866-712-7753 CA 434256XXXXXX3671 165240004175959 ?MCC=5735 01,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,997
Food/Drink,Restaurants,6/13/12,,LUCILE PACKARD,CHECK CRD PURCHASE 06/08 LUCILE PACKARD30049639 PALO ALTO CA 434256XXXXXX3671 165240003249070 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,675
Insurance/Financial,Other Insurance/Financial,6/13/12,,WELLS FARGO,NON-WELLS FARGO ATM TRANSACTION FEE,PMA Checking XXXXXX5366,250
Food/Drink,Fast Food,6/14/12,,AT&T PARK CONCESS,CHECK CRD PURCHASE 06/10 AT&T PARK CONCESS SAN FRANCISCO CA 434256XXXXXX3671 166240006762122 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1950
Food/Drink,Fast Food,6/14/12,,AT&T PARK CONCESS,CHECK CRD PURCHASE 06/10 AT&T PARK CONCESS SAN FRANCISCO CA 434256XXXXXX3671 166240006762962 ?MCC=5814 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2300
Food/Drink,Restaurants,6/14/12,,LUCILE PACKARD,CHECK CRD PURCHASE 06/11 LUCILE PACKARD30049639 PALO ALTO CA 434256XXXXXX3671 166240003262514 ?MCC=5812 90,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,675
Auto/Transportation,Gasoline,6/15/12,,SHELL SERVICE S,POS PURCHASE - SHELL Service S SALINAS CA 3671 00462167168329045 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4551
Miscellaneous,Fees/Service Charges/Dues,6/15/12,,L2G SLO CNTY CL,POS PURCHASE - L2G SLO CNTY CL SAN LUIS OBISCA 3671 00000167001336723 ?MCC=9399,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,10900
Shopping,Other Shopping,6/15/12,,COSTCO WHOLESALE,POS PURCHASE - COSTCO WHSE #07 SAN LUIS OBI CA 3671 00462167667325772 ?MCC=5300,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,17399
Auto/Transportation,Gasoline,6/18/12,,CHEVRON,CHECK CRD PURCHASE 06/17 CHEVRON 00090150 SAN LUIS OBIS CA 434256XXXXXX3671 302169664908011 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4835
Auto/Transportation,Gasoline,6/18/12,,SHELL SERVICE S,POS PURCHASE - SHELL Service S PALO ALTO CA 3671 00302170804227580 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4830
Food/Drink,Fast Food,6/18/12,,IN-N-OUT BURGER,CHECK CRD PURCHASE 06/14 IN-N-OUT BURGER 00 SALINAS CA 434256XXXXXX3671 082167153787152 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1315
Miscellaneous,Charity/Community Org,6/18/12,,LIVE OAK MUSIC FES,CHECK CRD PURCHASE 06/16 LIVE OAK MUSIC FES SAN LUIS OBIS CA 434256XXXXXX3671 002168657324193 ?MCC=8398,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2800
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,6/19/12,DES MOINES,CITI CARDS,Card Payments (non-WF)-CITI CARDS,PMA Checking XXXXXX5366,10000
Food/Drink,Fast Food,6/19/12,,CHIPOTLE,CHECK CRD PURCHASE 06/18 CHIPOTLE 0839 SAN FRANCISCO CA 434256XXXXXX3671 002170677020700 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,857
Miscellaneous,Education,6/19/12,MADISON,ACS EDUCATION SERVICES,Education-ACS EDUCATION SERVICES,PMA Checking XXXXXX5366,21031
Uncategorized Payments,Electronic Payments,6/19/12,,PAYPAL,PAYPAL INST XFER 120618 4JT225YPMTT5C TRAVIS LAWRENCE PAYPALSI66 4JT225YPMTT5C 0,Old Checking XXXXXX5384,27943
Cash/ATM,Non-Wells Fargo ATM,6/20/12,,,ATM WITHDRAWAL - 47 725 WELCH ROAD LUCILE PACPALO ALTO CA 3671 00582172731101861,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4250
Entertainment,Music,6/20/12,,APL APPLE ITUNES S,CHECK CRD PURCHASE 06/19 APL*APPLE ITUNES S 866-712-7753 CA 434256XXXXXX3671 082171187527328 ?MCC=5735,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,299
Insurance/Financial,Other Insurance/Financial,6/20/12,,WELLS FARGO,NON-WELLS FARGO ATM TRANSACTION FEE,PMA Checking XXXXXX5366,250
Auto/Transportation,Gasoline,6/21/12,,SHELL SERVICE S,POS PURCHASE - SHELL Service S SALINAS CA 3671 00462173154263277 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4660
Food/Drink,Fast Food,6/21/12,,SUBWAY,CHECK CRD PURCHASE 06/19 SUBWAY 0012 SAN FRANCISCO CA 434256XXXXXX3671 582171718807704 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,651
Credit Card/Loan Payments,Loan/Line of Credit Payments,6/22/12,,WELLS FARGO CONSUMER LOANS & LINES OF CREDIT,WF LOAN/LINE AUTO PAY 120621 626228690710001 LAWRENCE TRAVIS SHAW990662 626228690710001 1,PMA Checking XXXXXX5366,32487
Insurance/Financial,Other Insurance/Financial,6/23/12,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,PMA Checking XXXXXX5366,2900
Miscellaneous,Education,6/23/12,MADISON,ACS EDUCATION SERVICES,Education-ACS EDUCATION SERVICES,PMA Checking XXXXXX5366,-21031
Auto/Transportation,Maintenance/Repair,6/25/12,,WASH N SHINE,CHECK CRD PURCHASE 06/22 WASH N SHINE ATASCADERO CA 434256XXXXXX3671 282174847555447 ?MCC=7542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,700
Food/Drink,Fast Food,6/25/12,,HIGH STREET DELI,CHECK CRD PURCHASE 06/21 HIGH STREET DELI SAN LUIS OBIS CA 434256XXXXXX3671 082173770415276 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,3527
Shopping,Other Shopping,6/25/12,,MICHAELS,CHECK CRD PURCHASE 06/22 MICHAELS #2738 PASO ROBLES CA 434256XXXXXX3671 082174683467289 ?MCC=5331,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2144
Auto/Transportation,Gasoline,6/26/12,,SHELL OIL,CHECK CRD PURCHASE 06/24 SHELL OIL 57441083 ATASCADERO CA 434256XXXXXX3671 302177022266870 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,4586
Auto/Transportation,Gasoline,6/27/12,,CHEVRON,CHECK CRD PURCHASE 06/26 CHEVRON 00091623 SAN FRANCISCO CA 434256XXXXXX3671 582179044427237 ?MCC=5542,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,5312
Food/Drink,Restaurants,6/27/12,,POMODORO PIZZA,CHECK CRD PURCHASE 06/26 POMODORO PIZZA SAN FRANCISCO CA 434256XXXXXX3671 162178701662901 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1688
Health,Pharmacy,6/28/12,,WALGREE,POS PURCHASE - WALGREENS 2145 SAN FRANCISCOCA 3671 00382180141001775 ?MCC=5912,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1591
Food/Drink,Fast Food,6/29/12,,SUBWAY,CHECK CRD PURCHASE 06/27 SUBWAY 0012 SAN FRANCISCO CA 434256XXXXXX3671 582179739494419 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,651
Food/Drink,Groceries,6/29/12,,SAFEWAY STORE,POS PURCHASE - SAFEWAY STORE SAN FRANCISCOCA 3671 00462181152362990 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1455
Food/Drink,Restaurants,6/29/12,,CHILI UP,CHECK CRD PURCHASE 06/28 CHILI UP SAN FRANCISCO CA 434256XXXXXX3671 282180688422276 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,950
Insurance/Financial,Other Insurance/Financial,6/29/12,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,PMA Checking XXXXXX5366,4785
Shopping,Other Shopping,6/29/12,,FS JOTFORM,CHECK CRD PURCHASE 06/28 FS *JotForm 877-3278914 CA 434256XXXXXX3671 382180623417909 ?MCC=5969,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,995
Bills/Utilities,Gas/Electric,6/30/12,SACRAMENTO,PACIFIC GAS & ELECTRIC (PG&E),Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E),PMA Checking XXXXXX5366,2987
Credit Card/Loan Payments,Mortgage Payments,6/30/12,Vallejo,JACKSON SQUARE WEST HOA,Mortgage Payments-Jackson Square West HOA,PMA Checking XXXXXX5366,32522
Credit Card/Loan Payments,Student Loan Payments,7/2/12,,ACS EXPRESS PAY PAY,"ACS Express Pay ECHECK PAY 120629 A102995851 LAWRENCE, TRAVIS R 4952501112 A102995851 0",Old Checking XXXXXX5384,21031
Entertainment,Music,7/2/12,,APL APPLE ITUNES S,CHECK CRD PURCHASE 06/29 APL*APPLE ITUNES S 866-712-7753 CA 434256XXXXXX3671 082180130531906 ?MCC=5735,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,1598
Entertainment,Music,7/2/12,,APL APPLE ITUNES S,CHECK CRD PURCHASE 07/02 APL*APPLE ITUNES S 866-712-7753 CA 434256XXXXXX3671 162183633768765 ?MCC=5735,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,598
Food/Drink,Groceries,7/2/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00382182789288224 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,8210
Food/Drink,Groceries,7/2/12,,FALLETTI FOODS,POS PURCHASE - FALLETTI FOODS SAN FRANCISCOCA 3671 00382184037840045 ?MCC=5411,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2547
Food/Drink,Restaurants,7/2/12,,SQ OAKSIDE CAFE,CHECK CRD PURCHASE 06/30 SQ *OAKSIDE CAFE SF CA 434256XXXXXX3671 282182660334762 ?MCC=5812,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,990
Bills/Utilities,Phone/Internet,7/3/12,LOS ANGELES,AT&T MOBILITY,Phone/Internet-AT&T MOBILITY,PMA Checking XXXXXX5366,9049
Cash/ATM,Non-Wells Fargo ATM,7/3/12,,,ATM WITHDRAWAL - 00 120380489 BANKIA MADRID ES 3671 00302185263460812,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,25319
Credit Card/Loan Payments,Mortgage Payments,7/3/12,LOS ANGELES,WELLS FARGO HOME MORTGAGE,Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON),PMA Checking XXXXXX5366,253693
Food/Drink,Fast Food,7/3/12,,MC DONALD'S,CHECK CRD PURCHASE 07/02 MCDONALD'S F17275 CHICAGO IL 434256XXXXXX3671 082184780611240 ?MCC=5814,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,907
Auto/Transportation,Public Transportation,7/5/12,,DEBIT CRD PUR INTL 07 03 METRO DE MADRID,DEBIT CRD PUR INTL 07/03 METRO DE MADRID MADRID ES 434256XXXXXX3671 852186128030062 ?MCC=4111,Debit Card/ATM Card XXXX-XXXX-XXXX-3671,2273
